node_1|node_2|edge|chunk_id
bounds|obj|if (obj instanceof Bounds) {|7f5a269b7e174256b2752ec84ba5fd4c|
min|bounds|if (obj instanceof Bounds) {|7f5a269b7e174256b2752ec84ba5fd4c|
max|bounds|if (obj instanceof Bounds) {|7f5a269b7e174256b2752ec84ba5fd4c|
min|max|else {|7f5a269b7e174256b2752ec84ba5fd4c|
min.x|bounds|if (obj instanceof Bounds) {|7f5a269b7e174256b2752ec84ba5fd4c|
max.x|bounds|if (obj instanceof Bounds) {|7f5a269b7e174256b2752ec84ba5fd4c|
min.y|bounds|if (obj instanceof Bounds) {|7f5a269b7e174256b2752ec84ba5fd4c|
max.y|bounds|if (obj instanceof Bounds) {|7f5a269b7e174256b2752ec84ba5fd4c|
min|this|else {|7f5a269b7e174256b2752ec84ba5fd4c|
max|this|else {|7f5a269b7e174256b2752ec84ba5fd4c|
min.x|min||7f5a269b7e174256b2752ec84ba5fd4c|
max.x|max||7f5a269b7e174256b2752ec84ba5fd4c|
min.y|min||7f5a269b7e174256b2752ec84ba5fd4c|
max.y|max||7f5a269b7e174256b2752ec84ba5fd4c|
this|min.x|return (min.x >= this.min.x)|7f5a269b7e174256b2752ec84ba5fd4c|
this|max.x|return (max.x <= this.max.x)|7f5a269b7e174256b2752ec84ba5fd4c|
this|min.y|return (min.y >= this.min.y)|7f5a269b7e174256b2752ec84ba5fd4c|
this|max.y|return (max.y <= this.max.y);|7f5a269b7e174256b2752ec84ba5fd4c|
latlngbounds|leaflet's class for representing a rectangular geographical area on a map.|LatLngBounds is a subclass of JavaScript object and does not inherit from Leaflet's Class object. This means new classes cannot inherit from LatLngBounds, and new methods cannot be added to it using the 'include' function.|09ed59f6a76549dba88a62d25156b144|
corner1|latlng or array of latlngs representing a corner coordinate pair.|Corner1 is an optional parameter for creating a new instance of LatLngBounds. If not specified, it returns null.|09ed59f6a76549dba88a62d25156b144|
corner2|latlng or array of latlngs representing the second corner coordinate pair.|Corner2 is an optional parameter for creating a new instance of LatLngBounds. If provided, it is used to create an array containing both corners.|09ed59f6a76549dba88a62d25156b144|
latlng|a class representing a single geographic position on a map.|LatLngBounds can accept either a single LatLng object or an array of LatLng objects to create a new instance.|09ed59f6a76549dba88a62d25156b144|
leaflet's method for accepting latlngbounds objects|method for fitting the map viewport within the bounds specified by the user.||09ed59f6a76549dba88a62d25156b144|
array form|simplified notation for passing latlngbounds objects to leaflet's methods.|Leaflet accepts both a LatLngBounds object and an array containing the coordinates of the corners in place of the LatLngBounds parameter.|09ed59f6a76549dba88a62d25156b144|
caution|note that if the geographic area spans across the antimeridian, it is recommended to specify the corners outside the [-180, 180] degrees longitude range.||09ed59f6a76549dba88a62d25156b144|
latlngbounds|this|The method 'extend' is called on the object 'LatLngBounds'|870e5fe2873b44d6a2cce924526fb158|
latlng|corner1|The variable 'corner1' is assigned a value of 'LatLng' in this context|870e5fe2873b44d6a2cce924526fb158|
latlngbounds|this|The method 'extend' is called on the object 'LatLngBounds' with 'corner1' as an argument|870e5fe2873b44d6a2cce924526fb158|
latlngbounds|this|The method 'extend' is called on the object 'LatLngBounds' with 'corner2' as an argument (if it exists)|870e5fe2873b44d6a2cce924526fb158|
latlng|sw2|The variable 'sw2' is assigned a value of 'LatLng' in this context|870e5fe2873b44d6a2cce924526fb158|
latlng|ne2|The variable 'ne2' is assigned a value of 'LatLng' in this context|870e5fe2873b44d6a2cce924526fb158|
latlngbounds|this|The method 'extend' is called on the object 'LatLngBounds' with 'sw2' and 'ne2' as arguments (if they exist)|870e5fe2873b44d6a2cce924526fb158|
latlngbounds|this|The variables '_southWest' and '_northEast' of the object 'LatLngBounds' are updated based on the results of the 'extend' method|870e5fe2873b44d6a2cce924526fb158|
string|bufferratio|The variable 'bufferRatio' is assigned a value of 'Number'|870e5fe2873b44d6a2cce924526fb158|
latlngbounds|this|The method 'pad' is called on the object 'LatLngBounds' with 'bufferRatio' as an argument|870e5fe2873b44d6a2cce924526fb158|
latlngbounds|sw|sw is a point within the bounds defined by LatLngBounds.|eac409f0ad5e4dc8b04b58321f2b1132|
latlngbounds|ne|ne is a point within the bounds defined by LatLngBounds.|eac409f0ad5e4dc8b04b58321f2b1132|
latlngbounds|heightbuffer|heightBuffer is used to determine the southern and northern boundaries of the bounds defined by LatLngBounds.|eac409f0ad5e4dc8b04b58321f2b1132|
latlngbounds|widthbuffer|widthBuffer is used to determine the western and eastern boundaries of the bounds defined by LatLngBounds.|eac409f0ad5e4dc8b04b58321f2b1132|
latlng|_southwest|is an instance of LatLng, which represents the south-west corner point of the bounds defined by LatLngBounds.|eac409f0ad5e4dc8b04b58321f2b1132|
latlng|_northeast|is an instance of LatLng, which represents the north-east corner point of the bounds defined by LatLngBounds.|eac409f0ad5e4dc8b04b58321f2b1132|
latlng|getnorthwest|returns a new LatLng instance with the same latitude as the north boundary and the same longitude as the west boundary of the bounds defined by LatLngBounds.|eac409f0ad5e4dc8b04b58321f2b1132|
latlng|getsoutheast|returns a new LatLng instance with the same latitude as the south boundary and the same longitude as the east boundary of the bounds defined by LatLngBounds.|eac409f0ad5e4dc8b04b58321f2b1132|
number|getwest|returns the longitude value of the western boundary point within the bounds defined by LatLngBounds.|eac409f0ad5e4dc8b04b58321f2b1132|
number|getsouth|returns the latitude value of the southern boundary point within the bounds defined by LatLngBounds.|eac409f0ad5e4dc8b04b58321f2b1132|
number|geteast|returns the longitude value of the eastern boundary point within the bounds defined by LatLngBounds.|eac409f0ad5e4dc8b04b58321f2b1132|
number|getnorth|returns the latitude value of the northern boundary point within the bounds defined by LatLngBounds.|eac409f0ad5e4dc8b04b58321f2b1132|
getnorth|number|Returns the north latitude of the bounds|9a25a79594a74d8792f9dc04d7cbda5d|
contains|latlngbounds|Returns `true` if the rectangle contains the given one.|9a25a79594a74d8792f9dc04d7cbda5d|
contains|latlng|Returns `true` if the rectangle contains the given point.|9a25a79594a74d8792f9dc04d7cbda5d|
intersects|latlngbounds|Returns `true` if the rectangle intersects the given bounds.|9a25a79594a74d8792f9dc04d7cbda5d|
latlngbounds|corner1|The first corner of a LatLngBounds object.|abcee6a95c6e4146a7892e804043a6ac|
latlngbounds|corner2|The second corner of a LatLngBounds object, diagonally opposite to the first one.|abcee6a95c6e4146a7892e804043a6ac|
latlngbounds|latlngs|An array containing the geographical points that define a LatLngBounds object.|abcee6a95c6e4146a7892e804043a6ac|
latlng|latlng|represents a geographical point with a certain latitude and longitude. Both LatLng objects can be passed as arguments to Leaflet methods that accept LatLng objects in Array or object forms, with equivalence between the two forms.|566ca1dc3b2c4aa08c534cefb70093c2|
latlng|lat|latitude in degrees is a property of LatLng objects.|566ca1dc3b2c4aa08c534cefb70093c2|
latlng|lng|longitude in degrees is a property of LatLng objects.|566ca1dc3b2c4aa08c534cefb70093c2|
latlng|alt|altitude in meters is an optional property that can be set for LatLng objects.|566ca1dc3b2c4aa08c534cefb70093c2|
latlng|point (for debugging purposes)|the `toString()` method returns a string representation of the point for debugging purposes.|ba66ca55fbfa4360b6c8b6a9ec89bea5|
distanceto|latlng|the `distanceTo()` method returns the distance (in meters) to another `LatLng` using the Spherical Law of Cosines and the `Earth.distance()` function.|ba66ca55fbfa4360b6c8b6a9ec89bea5|Earth.distance
wrap|latlng|the `wrap()` method returns a new `LatLng` with longitude wrapped between -180 and +180 degrees.|ba66ca55fbfa4360b6c8b6a9ec89bea5|
tobounds|latlng|the `toBounds()` method returns a new `LatLngBounds` object where each boundary is `sizeInMeters/2` meters apart from the `LatLng`.|ba66ca55fbfa4360b6c8b6a9ec89bea5|sizeInMeters
lataccuracy|lngaccuracy|these variables are used to calculate the latitude and longitude accuracy for wrapping and bounding calculations.|ba66ca55fbfa4360b6c8b6a9ec89bea5|
latlng|function () { return new latlng(this.lat, this.lng, this.alt); } |belongsToType|505a60ac0db64c2fb98417a6984a3149|
latlng|clone|isMethodOf|505a60ac0db64c2fb98417a6984a3149|
latlng|tolatlng|isFunctionThatTakesThreeArguments|505a60ac0db64c2fb98417a6984a3149|
latlng|coords|[{'node_1': 'Array', 'node_2': 'LatLng', 'edge': 'canBeConvertedTo'}, {'node_1': 'Object', 'node_2': 'LatLng', 'edge': 'canBeConvertedTo'}]|505a60ac0db64c2fb98417a6984a3149|
latlng|lat|hasProperty|505a60ac0db64c2fb98417a6984a3149|
latlng|lng|hasProperty|505a60ac0db64c2fb98417a6984a3149|
latlng|alt|hasOptionalProperty|505a60ac0db64c2fb98417a6984a3149|
node_1|node_2|edge|chunk_id
crs|latlng|The method 'latLngToPoint' in CRS class takes a LatLng object and a zoom value as input and returns a Point object representing the pixel coordinates of the given geographical location at the specified zoom level.|2faf26b318df417fb7530480dc6fa677
crs|point|The method 'pointToLatLng' in CRS class takes a Point object and a zoom value as input and returns a LatLng object representing the geographical location corresponding to the given pixel coordinates at the specified zoom level.|2faf26b318df417fb7530480dc6fa677
crs|projection|The 'latLngToPoint' and 'pointToLatLng' methods in CRS class use a projection object to convert between geographical and pixel coordinates.|2faf26b318df417fb7530480dc6fa677
crs|scale|The scale value is calculated based on the zoom level and used for coordinate conversions.|2faf26b318df417fb7530480dc6fa677
crs|transformation|The 'transform' and 'untransform' methods in CRS class use a transformation object to convert between screen coordinates and geographical coordinates.|2faf26b318df417fb7530480dc6fa677
project|latlng|The `project` method in the class takes a `LatLng` as input and returns a point according to the CRS (Coordinate Reference System) of this projection.|1518435421f74679a2d6c47e95b9ea92
projection|unproject|The `unproject` method in the class is the inverse of the `project` method and takes a point as input and returns a `LatLng`.|1518435421f74679a2d6c47e95b9ea92
projection|bounds|The `getProjectedBounds` method in the class returns the projection's bounds scaled and transformed for the provided `zoom`.|1518435421f74679a2d6c47e95b9ea92
projection|infinite|If the `infinite` property is true, then the method `getProjectedBounds` returns null.|1518435421f74679a2d6c47e95b9ea92
projection|transformation|The `transform` function in the class transforms coordinates from one CRS to another, and is used by the `getProjectedBounds` method.|1518435421f74679a2d6c47e95b9ea92
zoom|scale|The `scale` method returns the scale used when transforming projected coordinates into pixel coordinates for a particular zoom, and is inversely related to the `zoom` level.|1518435421f74679a2d6c47e95b9ea92
distance|latlng|Returns the distance between two geographical coordinates represented by LatLng objects.|e7f226b489574650bf1ef4d60ce13442
wraplng|bounds|Defaults to [-180, 180] in most geographical CRSs. If undefined, the longitude axis does not wrap around.|e7f226b489574650bf1ef4d60ce13442
wraplatlng|latlng|Wraps lat and lng values outside the CRS's bounds based on the specified wrapLng and wrapLat properties.|e7f226b489574650bf1ef4d60ce13442
transformation|l|Transformation is a class provided by L library for transforming coordinates in projections.|7a08cb831cd44379ab5bb6c821fbf9f7
transformation|point|Transformed points are returned using the 'transform' method of Transformation class. Point is a class provided by L library for representing geographic coordinates.|7a08cb831cd44379ab5bb6c821fbf9f7
l.transformation|l|Transformation is a part of L library which provides projection functionalities.|7a08cb831cd44379ab5bb6c821fbf9f7
l.point|l|Point is also provided by L library for representing geographic coordinates.|7a08cb831cd44379ab5bb6c821fbf9f7
earthradius|math.pi|These variables are used in calculating the bounds of a map using transformations and projections.|7a08cb831cd44379ab5bb6c821fbf9f7
d|earthradius|In this context, 'd' is an abbreviation for distances between points.|7a08cb831cd44379ab5bb6c821fbf9f7
epsg3857|sphericalmercator|EPSG3857 is an object that extends Earth with a code of 'EPSG:3857' and uses the SphericalMercator projection. Transformation for this object is defined as a function.|5d83fd46d294462eab8f0a2a9495358b
svg|l.svg|SVG is a namespace that can be used to call L.SVG functions without instantiating an object. It includes create() function that returns a SVGElement based on the class name passed.|5d83fd46d294462eab8f0a2a9495358b
svgcreate|document.createelementns('http://www.w3.org/2000/svg', name)|svgCreate() is a static function that returns an instance of the SVGElement corresponding to the class name passed.|5d83fd46d294462eab8f0a2a9495358b
pointstopath|l.svg pointstopath() function|Generates a SVG path string for multiple rings with each ring turning into 'M..L..L..' instructions.|5d83fd46d294462eab8f0a2a9495358b
browser|ie|true for all Internet Explorer versions (not Edge)|5f9158cf72324b69b6b4779dd7cf3f82
browser|iealt9|true for Internet Explorer versions less than 9|5f9158cf72324b69b6b4779dd7cf3f82
browser|edge|true for the Edge web browser|5f9158cf72324b69b6b4779dd7cf3f82
browser|webkit|// `true` for webkit-based browsers like Chrome and Safari (including mobile versions).|5f9158cf72324b69b6b4779dd7cf3f82
useragent|android|// `true` for any browser running on an Android platform.|5f9158cf72324b69b6b4779dd7cf3f82
useragent|android23|// `true` for browsers running on Android 2 or Android 3.|5f9158cf72324b69b6b4779dd7cf3f82
chrome|chrome browser|represents the Chrome browser when 'chrome' is true for the given context.|a53410ff83594714b42a82ec00d2ad13
edge browser|not chrome|represents the Edge browser when 'chrome' is false and 'edge' is true for the given context.|a53410ff83594714b42a82ec00d2ad13
gecko|gecko-based browsers like firefox||a53410ff83594714b42a82ec00d2ad13
webkitver|version of webkit engine (537 or higher)|represents the version of WebKit engine (537 or higher) when 'chrome' and 'webkitVer' are used together to determine if the browser is Chrome or not.|a53410ff83594714b42a82ec00d2ad13
android|android stock browser|represents the Android stock browser (i.e., not Chrome) when 'android' and 'userAgentContains' and 'webkitVer' are used together to determine if the browser is Chrome or not.|a53410ff83594714b42a82ec00d2ad13
apple|applewebkit|represents AppleWebKit when 'chrome' and 'userAgentContains' and 'webkitVer' are used together to determine if the browser is Chrome or not.|a53410ff83594714b42a82ec00d2ad13
opera|opera browser||a53410ff83594714b42a82ec00d2ad13
ie3d|internet explorer versions supporting css transforms|represents Internet Explorer versions supporting CSS transforms when 'ie' and '(' in style$1 is used together to determine if the browser is Chrome or not.|a53410ff83594714b42a82ec00d2ad13
phantom|phantomjs (headless browser)||a53410ff83594714b42a82ec00d2ad13
win|windows platform||a53410ff83594714b42a82ec00d2ad13
ie3d|boolean|In this context, 'ie3d' is a Boolean property that represents whether Internet Explorer versions supporting CSS transforms are available.|68b5da5c457f44e78d305b808268bff0
webkit3d|boolean|The 'webkit3d' variable is a Boolean value indicating whether webkit-based browsers support CSS transforms.|68b5da5c457f44e78d305b808268bff0
gecko3d|boolean|In this context, 'gecko3d' is a Boolean property that represents whether gecko-based browsers support CSS transforms.|68b5da5c457f44e78d305b808268bff0
any3d|boolean|The 'any3d' variable in this context is a Boolean value representing whether all browsers support CSS transforms, regardless of browser type.|68b5da5c457f44e78d305b808268bff0
mobile|boolean|In this context, 'mobile' is a Boolean property that represents whether the current device being used is classified as a mobile device.|68b5da5c457f44e78d305b808268bff0
mobilewebkit|boolean|The 'mobileWebkit' variable is a Boolean value indicating whether webkit-based browsers are running on a mobile device.|68b5da5c457f44e78d305b808268bff0
mobilewebkit3d|boolean|In this context, 'mobileWebkit3d' is a Boolean property representing whether webkit-based browsers running on a mobile device support CSS transforms.|68b5da5c457f44e78d305b808268bff0
mspointer|boolean|The 'msPointer' variable in this context is a Boolean value indicating whether the Microsoft touch events model (notably IE10) is being used.|68b5da5c457f44e78d305b808268bff0
pointer|boolean|In this context, 'pointer' is a Boolean property representing whether all browsers support pointer events.|68b5da5c457f44e78d305b808268bff0
touch|touch events|This property, touch, is used to check whether all browsers supporting [touch events](https://developer.mozilla.org/docs/Web/API/Touch_events) are being used.|f3c38d888da24f89bf4c992c5e77ff07
browser|opera browser|In this context, 'mobileOpera' property is used to check whether the Opera browser is being used in a mobile device.|f3c38d888da24f89bf4c992c5e77ff07
browser|gecko-based browsers|The 'mobileGecko' property is used to determine whether gecko-based browsers are being run on a mobile device.|f3c38d888da24f89bf4c992c5e77ff07
screen|high-resolution screen|This property, retina, checks whether the browser is being used on a high-resolution 'retina' screen or when the display zoom is more than 100%.|f3c38d888da24f89bf4c992c5e77ff07
passiveevents|supportspassiveoption|The variable 'supportsPassiveOption' holds a boolean value indicating whether the browser supports passive events or not. It is initially set to false, and then tested using Object.defineProperty(). If the browser supports passive events, this variable will be set to true.|37ae719fd9784a2eae346ede1112c736
canvas|getcontext|The 'getContext' property is available on the canvas element when the browser supports the HTML5 Canvas API.|37ae719fd9784a2eae346ede1112c736
svg|createelementns|The 'createElementNS' method is available when the browser supports SVG.|37ae719fd9784a2eae346ede1112c736
svg|createsvgrect|The 'createSVGRect' method is available on SVG elements in browsers that support SVG.|37ae719fd9784a2eae346ede1112c736
vml|adj|The 'adj' property is a part of the Vector Markup Language (VML), which is used to create vector graphics in Internet Explorer. The presence of this property indicates that the browser supports VML.|37ae719fd9784a2eae346ede1112c736
vml|style.behavior|The 'style.behavior' property is used to set behavior attributes for VML elements in Internet Explorer. Its presence indicates support for VML.|37ae719fd9784a2eae346ede1112c736
vml|typeof shape.adj === 'object'|This condition checks whether the 'adj' property is an object or not. If the browser supports VML, this condition will be true.|37ae719fd9784a2eae346ede1112c736
navigator.useragent|indexof|The 'indexOf' method is used to check whether a particular string is present in the user agent string. It helps in detecting support for specific technologies.|37ae719fd9784a2eae346ede1112c736
navigator.useragent|tolowercase|The 'toLowerCase' method is called on the user agent string to convert it to lowercase, as many strings used in detecting support are case-insensitive.|37ae719fd9784a2eae346ede1112c736
browser|ie|Browser is a property of ie|c33c5f854fa542d5a39dc58c964cd834
browser|ielt9|Browser is a property of ielt9|c33c5f854fa542d5a39dc58c964cd834
browser|edge|Browser is a property of edge|c33c5f854fa542d5a39dc58c964cd834
browser|webkit||c33c5f854fa542d5a39dc58c964cd834
browser|android||c33c5f854fa542d5a39dc58c964cd834
browser|android23||c33c5f854fa542d5a39dc58c964cd834
browser|androidstock||c33c5f854fa542d5a39dc58c964cd834
browser|opera||c33c5f854fa542d5a39dc58c964cd834
browser|chrome||c33c5f854fa542d5a39dc58c964cd834
browser|gecko||c33c5f854fa542d5a39dc58c964cd834
browser|safari||c33c5f854fa542d5a39dc58c964cd834
browser|phantom||c33c5f854fa542d5a39dc58c964cd834
browser|opera12||c33c5f854fa542d5a39dc58c964cd834
browser|win||c33c5f854fa542d5a39dc58c964cd834
browser|ie3d||c33c5f854fa542d5a39dc58c964cd834
browser|webkit3d||c33c5f854fa542d5a39dc58c964cd834
browser|gecko3d||c33c5f854fa542d5a39dc58c964cd834
browser|any3d||c33c5f854fa542d5a39dc58c964cd834
browser|mobile||c33c5f854fa542d5a39dc58c964cd834
browser|mobilewebkit||c33c5f854fa542d5a39dc58c964cd834
browser|mobilewebkit3d||c33c5f854fa542d5a39dc58c964cd834
browser|mspointer||c33c5f854fa542d5a39dc58c964cd834
browser|pointer||c33c5f854fa542d5a39dc58c964cd834
browser|touch||c33c5f854fa542d5a39dc58c964cd834
browser|mobileopera||c33c5f854fa542d5a39dc58c964cd834
browser|mobilegecko||c33c5f854fa542d5a39dc58c964cd834
browser|retina||c33c5f854fa542d5a39dc58c964cd834
browser|passiveevents||c33c5f854fa542d5a39dc58c964cd834
browser|canvas||c33c5f854fa542d5a39dc58c964cd834
browser|svg||c33c5f854fa542d5a39dc58c964cd834
browser|vml||c33c5f854fa542d5a39dc58c964cd834
addpointerlistener|obj|is used to add a pointer event listener to an object|ddaf291e7e9c47778c18bfbee050073a
addpointerlistener|type|indicates the type of pointer event, such as 'touchstart', 'touchmove', or 'touchend'|ddaf291e7e9c47778c18bfbee050073a
addpointerlistener|handler|is a function that will be called when the specified pointer event is triggered on the object|ddaf291e7e9c47778c18bfbee050073a
removepointerlistener|obj|is used to remove a previously added pointer event listener from an object|ddaf291e7e9c47778c18bfbee050073a
removepointerlistener|type|indicates the type of pointer event being removed|ddaf291e7e9c47778c18bfbee050073a
removepointerlistener|id|is a unique identifier assigned to the pointer event listener when it was added, which allows it to be easily removed from the object's list of listeners|ddaf291e7e9c47778c18bfbee050073a
_addpointerstart|obj|is used as an internal helper function within addPointerListener to add a 'touchstart' event listener to the specified object|ddaf291e7e9c47778c18bfbee050073a
_addpointerstart|handler|is the function that will be called when a 'touchstart' event is triggered on the object|ddaf291e7e9c47778c18bfbee050073a
_addpointerstart|id|is a unique identifier assigned to this specific instance of the '_addPointerStart' helper function, allowing it to be easily removed using removePointerListener|ddaf291e7e9c47778c18bfbee050073a
_handlepointer|e|is a parameter passed to both _addPointerStart and '_handlePointer', representing the event object triggered by the pointer event|ddaf291e7e9c47778c18bfbee050073a
handler|_handlepointer|indicates that the 'handler' function is called within '_handlePointer'|ddaf291e7e9c47778c18bfbee050073a
_handlepointer|handler|passes the event object (e) and its corresponding handler to _handlePointer for processing. The handler is a function that performs the desired action based on the pointer event.|46c7f6af496f413fa76398afa2dd8e4d
_handlepointer|handler|is used in conjunction with the 'handler' node to allow for multiple event handlers to be registered and invoked simultaneously. By wrapping the handler function within an anonymous function and passing it as an argument to '_addEvent-Listener', we can assign a unique identifier (id) to each listener, which is used to later retrieve and remove the listeners when necessary.|46c7f6af496f413fa76398afa2dd8e4d
_handlepointer|e|is the event object that contains information about the pointer interaction, such as its type (POINTER_DOWN, POINTER_MOVE, POINTER_UP, or POINTER_CANCEL), coordinates, and identifiers.|46c7f6af496f413fa76398afa2dd8e4d
_pointers|_globalpointerdown|is used to keep track of the IDs of active pointers and their corresponding positions. It is updated in '_globalPointerDown' when a new pointer is detected, and is later accessed in '_handlePointer' to provide e.touches emulation.|46c7f6af496f413fa76398afa2dd8e4d
_pointers|_globalpointermove|is updated with the new position of an active pointer in '_globalPointerMove'.|46c7f6af496f413fa76398afa2dd8e4d
_pointers|_globalpointerup|is used to delete a pointer and its corresponding position from '_pointers' in '_globalPointerUp'.|46c7f6af496f413fa76398afa2dd8e4d
obj['_leaflet_touchstart' + id]|ondown|is used to register a pointer down event listener for a specific element (obj) and its corresponding ID (id). The listener is defined as 'onDown'.|46c7f6af496f413fa76398afa2dd8e4d
obj.addeventlistener(pointer_down, ondown, false)|_globalpointerdoclistener|is set to true in the global context (document) when registering document-wide pointer down event listeners (i.e., _globalPointerDown), and is used to determine whether the listener should be added or removed.|46c7f6af496f413fa76398afa2dd8e4d
obj['_leaflet_touchmove' + id]|_addpointermove|is used to register a pointer move event listener for a specific element (obj) and its corresponding ID (id). The listener is defined as '_addPointerMove', which in turn invokes an anonymous function (onMove) that checks whether the mouse button is down before forwarding the event to '_handlePointer'.|46c7f6af496f413fa76398afa2dd8e4d
obj.addeventlistener(pointer_move, onmove, false)|_globalpointerdoclistener|is set to true in the global context (document) when registering document-wide pointer move event listeners (i.e., _globalPointerMove), and is used to determine whether the listener should be added or removed.|46c7f6af496f413fa76398afa2dd8e4d
obj['_leaflet_touchup' + id]|_addpointerend|is used to register a pointer up event listener for a specific element (obj) and its corresponding ID (id). The listener is defined as '_addPointerEnd', which in turn invokes an anonymous function (onUp) that forwards the event to '_handlePointer'.|46c7f6af496f413fa76398afa2dd8e4d
obj.addeventlistener(pointer_up, onup, false)|_globalpointerdoclistener|is set to true in the global context (document) when registering document-wide pointer up event listeners (i.e., _globalPointerEnd), and is used to determine whether the listener should be added or removed.|46c7f6af496f413fa76398afa2dd8e4d
_pointers|e.touches|is updated with a new array containing only the current pointer (stored in '_pointers' as keyed by its ID) when forwarding a pointer down event to '_handlePointer', allowing for e.touches emulation.|46c7f6af496f413fa76398afa2dd8e4d
_pointers|e.changedtouches|is updated with an array containing only the current pointer (stored in '_pointers' as keyed by its ID) when forwarding a pointer move event to '_handlePointer', allowing for e.touches emulation.|46c7f6af496f413fa76398afa2dd8e4d
_globalpointerdoclistener|true|is set to false in the global context (document) when removing document-wide pointer down, move, and up event listeners (i.e., _globalPointerDown, _globalPointerMove, and _globalPointerEnd), respectively.|46c7f6af496f413fa76398afa2dd8e4d
_addpointerend|handler|invokes the specified handler in response to pointer events|782eb1d9ed834c31997a6010201f38e1
_addpointerend|id|used to distinguish between multiple event listeners with the same handler|782eb1d9ed834c31997a6010201f38e1
_touchstart|_pre|added to the object being listened for pointer events to support touch devices|782eb1d9ed834c31997a6010201f38e1
_touchend|_pre|added to the object being listened for pointer events to support touch devices|782eb1d9ed834c31997a6010201f38e1
adddoubletaplistener|obj|associates the specified double tap event listener with the given object|782eb1d9ed834c31997a6010201f38e1
adddoubletaplistener|handler|invokes the specified handler in response to a double tap event|782eb1d9ed834c31997a6010201f38e1
adddoubletaplistener|id|used to distinguish between multiple event listeners with the same handler|782eb1d9ed834c31997a6010201f38e1
obj|_pre + _touchstart + id|addEventListeners for touchstart events with passiveEvents option|f5b49a5ec6484c348c0dc00d62978b73
obj|_pre + _touchend + id|addEventListeners for touchend events with passiveEvents option|f5b49a5ec6484c348c0dc00d62978b73
obj|_pre + 'dblclick' + id|addEventListener for double-click events (for some platforms)|f5b49a5ec6484c348c0dc00d62978b73
removedoubletaplistener|obj|removes eventListeners added using addEventListener|f5b49a5ec6484c348c0dc00d62978b73
removedoubletaplistener|_pre + _touchstart + id||f5b49a5ec6484c348c0dc00d62978b73
removedoubletaplistener|_pre + _touchend + id||f5b49a5ec6484c348c0dc00d62978b73
removedoubletaplistener|_pre + 'dblclick' + id||f5b49a5ec6484c348c0dc00d62978b73
domutil|*|namespace for DOM utilities|f5b49a5ec6484c348c0dc00d62978b73
htmlelement|obj||f5b49a5ec6484c348c0dc00d62978b73
svgelement|obj||f5b49a5ec6484c348c0dc00d62978b73
transform|webkittransform|Vendor-prefixed transform style name for WebKit (e.g. `'webkitTransform'`).|13ac453705f747afb148c742831400a4
transform|otransform|Vendor-prefixed transform style name for other browsers (e.g. `'OTransform'`).|13ac453705f747afb148c742831400a4
transform|moztransform|Vendor-prefixed transform style name for Mozilla-based browsers (e.g. `'MozTransform'`).|13ac453705f747afb148c742831400a4
transform|mstransform|Vendor-prefixed transform style name for Microsoft Edge and Internet Explorer 11 (e.g. `'msTransform'`).|13ac453705f747afb148c742831400a4
transition|webkittransition|Vendor-prefixed transition style name for WebKit.|13ac453705f747afb148c742831400a4
transition|transition|Standardized (non-vendor-prefixed) transition style name.|13ac453705f747afb148c742831400a4
transition|otransition|Vendor-prefixed transition style name for other browsers.|13ac453705f747afb148c742831400a4
transition|moztransition|Vendor-prefixed transition style name for Mozilla-based browsers.|13ac453705f747afb148c742831400a4
transition|mstransition|Vendor-prefixed transition style name for Microsoft Edge and Internet Explorer 11.|13ac453705f747afb148c742831400a4
transition_end|transitionend|Standardized (non-vendor-prefixed) transitionend event name.|13ac453705f747afb148c742831400a4
transition_end|otransitionend|Vendor-prefixed transitionend event name for other browsers.|13ac453705f747afb148c742831400a4
el|htmlelement|Returns an element given its DOM id, or returns the element itself if it was passed directly.|13ac453705f747afb148c742831400a4
el|getstyle|Returns the value for a certain style attribute on an element, including computed values or values set through CSS.|13ac453705f747afb148c742831400a4
style|getstyle|Specifies the name of a CSS property to retrieve.|13ac453705f747afb148c742831400a4
create|htmlelement|function create in the given context takes a tagName and optionally container and className as arguments to return an HTMLElement.|4e72880e184448da934eddb8edd21c1a
remove|el|function remove removes the element el from its parent element.|4e72880e184448da934eddb8edd21c1a
empty|el|function empty removes all children elements of el.|4e72880e184448da934eddb8edd21c1a
tofront|el|function toFront makes the element el the last child of its parent, so it renders in front of other children.|4e72880e184448da934eddb8edd21c1a
toback|el|function toBack makes the element el the first child of its parent, so it renders behind other children.|4e72880e184448da934eddb8edd21c1a
htmlelement|create|create returns an HTMLElement.|4e72880e184448da934eddb8edd21c1a
el|empty|function empty removes all children elements of el.|4e72880e184448da934eddb8edd21c1a
el|remove|function remove removes the element el from its parent element.|4e72880e184448da934eddb8edd21c1a
htmlelement|toback|function toBack makes the element HTMLElement render behind other children.|4e72880e184448da934eddb8edd21c1a
htmlelement|tofront|function toFront makes the element HTMLElement render in front of other children.|4e72880e184448da934eddb8edd21c1a
el|toback|function toBack makes the element el render behind other children.|4e72880e184448da934eddb8edd21c1a
el|tofront|function toFront makes the element el render in front of other children.|4e72880e184448da934eddb8edd21c1a
el|remove|function remove removes the element el from its parent element.|4e72880e184448da934eddb8edd21c1a
function|hasclass|is a method or function|73fc497d4eeb45338919bf999be4761d
