node_1|node_2|edge|chunk_id|node_3|node_4|relation|node_5|edge_1|edge_2|edge_3
billaddr1|orderinfo|Attribute 'billAddr1' belongs to the class 'OrderInfo' mentioned in the given context.|9e0ebf4461c845fc9607edfcb29da828|||||||
billaddr2|orderinfo|Attribute 'billAddr2' belongs to the class 'OrderInfo' mentioned in the given context.|9e0ebf4461c845fc9607edfcb29da828|||||||
billcity|orderinfo|Attribute 'billCity' belongs to the class 'OrderInfo' mentioned in the given context.|9e0ebf4461c845fc9607edfcb29da828|||||||
billstate|orderinfo|Attribute 'billState' belongs to the class 'OrderInfo' mentioned in the given context.|9e0ebf4461c845fc9607edfcb29da828|||||||
billzip|orderinfo|Attribute 'billZip' belongs to the class 'OrderInfo' mentioned in the given context.|9e0ebf4461c845fc9607edfcb29da828|||||||
billphone|orderinfo|Attribute 'billPhone' belongs to the class 'OrderInfo' mentioned in the given context.|9e0ebf4461c845fc9607edfcb29da828|||||||
com.ibm.websphere.samples.pbw.utils.util|orderinfo|Class 'Util' is used by the class 'OrderInfo' mentioned in the given context.|9e0ebf4461c845fc9607edfcb29da828|||||||
com.ibm.websphere.samples.pbw.jpa.order|orderinfo|Class 'Order' is related to the class 'OrderInfo' mentioned in the given context.|9e0ebf4461c845fc9607edfcb29da828|||||||
orderinfo|com.ibm.websphere.samples.pbw.war|Class 'OrderInfo' is part of the package 'com.ibm.websphere.samples.pbw.war' mentioned in the given context.|9e0ebf4461c845fc9607edfcb29da828|||||||
orderinfo|class|OrderInfo is a type of class|aec42f9f77aa4eee8b1c2ca7b6d58e1d|||||||
billname|string|billName is a property of String|aec42f9f77aa4eee8b1c2ca7b6d58e1d|||||||
billaddr1|string|billAddr1 is a property of String|aec42f9f77aa4eee8b1c2ca7b6d58e1d|||||||
billaddr2|string|billAddr2 is a property of String|aec42f9f77aa4eee8b1c2ca7b6d58e1d|||||||
billcity|string|billCity is a property of String|aec42f9f77aa4eee8b1c2ca7b6d58e1d|||||||
billstate|string|billState is a property of String|aec42f9f77aa4eee8b1c2ca7b6d58e1d|||||||
constructor(string billname, string billaddr1, string billaddr2, string billcity, string billstate)|method|constructor is a method of Class|aec42f9f77aa4eee8b1c2ca7b6d58e1d|||||||
billphone|string|billPhone is a property of String|aec42f9f77aa4eee8b1c2ca7b6d58e1d|||||||
cardholdername|string|cardholderName is a property of String|aec42f9f77aa4eee8b1c2ca7b6d58e1d|||||||
cardname|string|cardName is a property of String|aec42f9f77aa4eee8b1c2ca7b6d58e1d|||||||
shipname|string|shipName is a property of String|aec42f9f77aa4eee8b1c2ca7b6d58e1d|||||||
shipaddr1|string|shipAddr1 is a property of String|aec42f9f77aa4eee8b1c2ca7b6d58e1d|||||||
shipaddr2|string|shipAddr2 is a property of String|aec42f9f77aa4eee8b1c2ca7b6d58e1d|||||||
shipcity|string|shipCity is a property of String|aec42f9f77aa4eee8b1c2ca7b6d58e1d|||||||
shipstate|string|shipState is a property of String|aec42f9f77aa4eee8b1c2ca7b6d58e1d|||||||
shipzip|string|shipZip is a property of String|aec42f9f77aa4eee8b1c2ca7b6d58e1d|||||||
shipphone|string|shipPhone is a property of String|aec42f9f77aa4eee8b1c2ca7b6d58e1d|||||||
constructor(string billname, string billaddr1, string billaddr2, string billcity, string billstate)|method|constructor is a method of Class|aec42f9f77aa4eee8b1c2ca7b6d58e1d|||||||
shipisbill|boolean|shipisbill is a property of boolean|aec42f9f77aa4eee8b1c2ca7b6d58e1d|||||||
cardnum|string|cardNum is a property of String|aec42f9f77aa4eee8b1c2ca7b6d58e1d|||||||
constructor(string billname, string billaddr1, string billaddr2, string billcity, string billstate)|method|constructor is a method of Class|aec42f9f77aa4eee8b1c2ca7b6d58e1d|||||||
cardexpmonth|string|cardExpMonth is a property of String|aec42f9f77aa4eee8b1c2ca7b6d58e1d|||||||
cardexpyear|string|cardExpYear is a property of String|aec42f9f77aa4eee8b1c2ca7b6d58e1d|||||||
constructor(string billname, string billaddr1, string billaddr2, string billcity, string billstate)|method|constructor is a method of Class|aec42f9f77aa4eee8b1c2ca7b6d58e1d|||||||
shipaddr1|string|shipAddr1 is related to billAddr1 because both are properties of String|aec42f9f77aa4eee8b1c2ca7b6d58e1d|||||||
billname|string|billName is related to shipName because both represent names in the order context|aec42f9f77aa4eee8b1c2ca7b6d58e1d|||||||
cardholdername|string|cardHolderName is related to billName and shipName because all three are properties of String representing names in the order context|aec42f9f77aa4eee8b1c2ca7b6d58e1d|||||||
constructor(string billname, string billaddr1, string billaddr2, string billcity, string billstate)|method|constructor is related to all properties and methods because they are all part of the class that manages order context|aec42f9f77aa4eee8b1c2ca7b6d58e1d|||||||
orderinfo|orderid|unique identifier assigned to an order|bfde204db5b34fb597ea0782a49ab1e7|||||||
orderinfo|billname|name of the person or entity receiving the order|bfde204db5b34fb597ea0782a49ab1e7|||||||
orderinfo|billaddr1|first line of the address where the order will be delivered|bfde204db5b34fb597ea0782a49ab1e7|||||||
orderinfo|billaddr2|second line of the address where the order will be delivered (optional)|bfde204db5b34fb597ea0782a49ab1e7|||||||
orderinfo|billcity|city where the order will be delivered|bfde204db5b34fb597ea0782a49ab1e7|||||||
orderinfo|billstate|state or province where the order will be delivered|bfde204db5b34fb597ea0782a49ab1e7|||||||
orderinfo|billzip|postal code where the order will be delivered|bfde204db5b34fb597ea0782a49ab1e7|||||||
orderinfo|billphone|phone number of the person or entity receiving the order|bfde204db5b34fb597ea0782a49ab1e7|||||||
orderinfo|shipname|name of the person or entity to whom the order will be shipped|bfde204db5b34fb597ea0782a49ab1e7|||||||
orderinfo|shipaddr1|first line of the address where the order will be shipped|bfde204db5b34fb597ea0782a49ab1e7|||||||
orderinfo|shipaddr2|second line of the address where the order will be shipped (optional)|bfde204db5b34fb597ea0782a49ab1e7|||||||
orderinfo|shipcity|city where the order will be shipped|bfde204db5b34fb597ea0782a49ab1e7|||||||
orderinfo|shipstate|state or province where the order will be shipped|bfde204db5b34fb597ea0782a49ab1e7|||||||
orderinfo|shipzip|postal code where the order will be shipped|bfde204db5b34fb597ea0782a49ab1e7|||||||
orderinfo|shipphone|phone number of the person or entity receiving the order|bfde204db5b34fb597ea0782a49ab1e7|||||||
orderinfo|shippingmethod|method by which the order will be shipped (e.g., standard, expedited)|bfde204db5b34fb597ea0782a49ab1e7|||||||
billaddr1|this.billaddr1|The variable 'this.billAddr1' is accessed to return the value of billAddr1.|e45f46c3373242f79838d9f6d9fa130a|||||||
setbilladdr1|billaddr1|The method 'setBillAddr1' is used to set the value of billAddr1.|e45f46c3373242f79838d9f6d9fa130a|||||||
getbillcity|billcity|The method 'getBillCity' is called to return the value of billCity.|e45f46c3373242f79838d9f6d9fa130a|||||||
setbillcity|billcity|The method 'setBillCity' is used to set the value of billCity.|e45f46c3373242f79838d9f6d9fa130a|||||||
getbillstate|billstate|The method 'getBillState' is called to return the value of billState.|e45f46c3373242f79838d9f6d9fa130a|||||||
setbillstate|billstate|The method 'setBillState' is used to set the value of billState.|e45f46c3373242f79838d9f6d9fa130a|||||||
getbillzip|billzip|The method 'getBillZip' is called to return the value of billZip.|e45f46c3373242f79838d9f6d9fa130a|||||||
setbillzip|billzip|The method 'setBillZip' is used to set the value of billZip.|e45f46c3373242f79838d9f6d9fa130a|||||||
getbillphone|billphone|The method 'getBillPhone' is called to return the value of billPhone.|e45f46c3373242f79838d9f6d9fa130a|||||||
setbillphone|billphone|The method 'setBillPhone' is used to set the value of billPhone.|e45f46c3373242f79838d9f6d9fa130a|||||||
getshipname|shipname|The method 'getShipName' is called to return the value of shipName.|e45f46c3373242f79838d9f6d9fa130a|||||||
setshipname|shipname|The method 'setShipName' is used to set the value of shipName.|e45f46c3373242f79838d9f6d9fa130a|||||||
setshipname|shipname|is used to set the value of shipName|67c94760fdfe4bcab7c823284bdc5815|||||||
shipname|string|has data type String|67c94760fdfe4bcab7c823284bdc5815|||||||
getshipname|shipname|is used to retrieve the value of shipName|67c94760fdfe4bcab7c823284bdc5815|||||||
shipaddr1|string|has data type String|67c94760fdfe4bcab7c823284bdc5815|||||||
getshipaddr1|shipaddr1|is used to retrieve the value of shipAddr1|67c94760fdfe4bcab7c823284bdc5815|||||||
setshipaddr1|shipaddr1|is used to set the value of shipAddr1|67c94760fdfe4bcab7c823284bdc5815|||||||
shipaddr2|string|has data type String|67c94760fdfe4bcab7c823284bdc5815|||||||
getshipaddr2|shipaddr2|is used to retrieve the value of shipAddr2|67c94760fdfe4bcab7c823284bdc5815|||||||
setshipaddr2|shipaddr2|is used to set the value of shipAddr2|67c94760fdfe4bcab7c823284bdc5815|||||||
shipcity|string|has data type String|67c94760fdfe4bcab7c823284bdc5815|||||||
getshipcity|shipcity|is used to retrieve the value of shipCity|67c94760fdfe4bcab7c823284bdc5815|||||||
setshipcity|shipcity|is used to set the value of shipCity|67c94760fdfe4bcab7c823284bdc5815|||||||
shipstate|string|has data type String|67c94760fdfe4bcab7c823284bdc5815|||||||
getshipstate|shipstate|is used to retrieve the value of shipState|67c94760fdfe4bcab7c823284bdc5815|||||||
setshipstate|shipstate|is used to set the value of shipState|67c94760fdfe4bcab7c823284bdc5815|||||||
shipzip|string|has data type String|67c94760fdfe4bcab7c823284bdc5815|||||||
getshipzip|shipzip|is used to retrieve the value of shipZip|67c94760fdfe4bcab7c823284bdc5815|||||||
setshipzip|shipzip|is used to set the value of shipZip|67c94760fdfe4bcab7c823284bdc5815|||||||
shipphone|string|has data type String|67c94760fdfe4bcab7c823284bdc5815|||||||
getshipphone|shipphone|is used to retrieve the value of shipPhone|67c94760fdfe4bcab7c823284bdc5815|||||||
setshipphone|shipphone|is used to set the value of shipPhone|67c94760fdfe4bcab7c823284bdc5815|||||||
shippingmethod|int|has data type int|67c94760fdfe4bcab7c823284bdc5815|||||||
cardname|cardholdername|In this context, the term 'cardName' and 'CardholderName' are both related to a payment transaction. The 'cardName' refers to the type of card being used, while the 'CardholderName' is the name of the person making the payment.|8366ebf3881344afa5f02844963ac1e6|||||||
cardnum|cardholdername|The term 'cardNum' represents the unique number assigned to a credit or debit card, while 'CardholderName' is the name of the person associated with that card.|8366ebf3881344afa5f02844963ac1e6|||||||
cardexpmonth|cardexpyear|Both 'cardExpMonth' and 'CardExpYear' are attributes related to the expiry date of a credit or debit card. They indicate the month and year respectively, in which the card will no longer be valid.|8366ebf3881344afa5f02844963ac1e6|||||||
getshippingmethod|shippingmethod|The method used to transport a product from the seller to the buyer is represented by 'getShippingMethod' and its corresponding variable 'shippingMethod'.|8366ebf3881344afa5f02844963ac1e6|||||||
getcardexpyears|cardexpyears|This method returns the value of cardExpYears.|634a848a4757459083d7c5a6133d56ad|||||||
setcardexpyears|cardexpyears|This method sets the value of cardExpYears.|634a848a4757459083d7c5a6133d56ad|||||||
isshipisbill|shipisbill|This method returns a boolean value indicating whether this entity is a billing shipment.|634a848a4757459083d7c5a6133d56ad|||||||
shipisbill|sample entity for testing websphere application server features.|The variable 'shipisbill' is boolean and indicates whether this entity is a billing shipment.|634a848a4757459083d7c5a6133d56ad|||||||
populate|sample.plantsbywebsphere/src/main/java/com/ibm/websphere/samples/pbw/war|The class 'Populate' is located in the package 'com.ibm.websphere.samples.pbw.war' in the project 'sample.plantsbywebsphere'.|634a848a4757459083d7c5a6133d56ad|||||||
src/main/java|com/ibm/websphere/samples/pbw/war|The 'Populate' class is stored in the 'src/main/java' directory with the package structure 'com.ibm.websphere.samples.pbw.war'.|634a848a4757459083d7c5a6133d56ad|||||||
war|sample.plantsbywebsphere|The 'Populate' class is a part of the WAR file named 'sample.plantsbywebsphere'. This WAR file is stored in the project 'sample.plantsbywebsphere'.|634a848a4757459083d7c5a6133d56ad|||||||
sample.plantsbywebsphere|src/main/java|The project 'sample.plantsbywebsphere' is located in the directory 'src/main/java'.|634a848a4757459083d7c5a6133d56ad|||||||
websphere application server features.|sample entity for testing websphere application server features.|The variable 'shipisbill' is related to the context of testing WebSphere Application Server features.|634a848a4757459083d7c5a6133d56ad|||||||
copyright license|sample code provided in source code form.|This information contains a copyright license for the sample code provided in source code form.|634a848a4757459083d7c5a6133d56ad|||||||
application programming interface|operating platform|The sample code conforms to the application programming interface for the operating platform for which it is written.|634a848a4757459083d7c5a6133d56ad|||||||
populate|inventory table|populates the INVENTORY table with text in the given context.|815befe6d83446038f366f54cc18cb1b|||||||
resetdb|populate|is passed as an argument to the Populate constructor to be used in the doPopulate() method.|815befe6d83446038f366f54cc18cb1b|||||||
catalog|populate|is assigned a value in the Populate constructor and is used in the addImage() method.|815befe6d83446038f366f54cc18cb1b|||||||
login|populate|is assigned a value in the Populate constructor but is not explicitly used in this context.|815befe6d83446038f366f54cc18cb1b|||||||
backorderstock|populate|is assigned a value in the Populate constructor but is not explicitly used in this context.|815befe6d83446038f366f54cc18cb1b|||||||
suppliers|populate|is assigned a value in the Populate constructor but is not explicitly used in this context.|815befe6d83446038f366f54cc18cb1b|||||||
inventory table|resetdb.deleteall()|the INVENTORY table's data is deleted using the resetDB object and deleteAll() method.|815befe6d83446038f366f54cc18cb1b|||||||
"util.debug(""found inventory property values: "")"|"string[] values = util.getproperties(""inventory"");"|the properties of the 'inventory' file are obtained using the Util.getProperties() method.|815befe6d83446038f366f54cc18cb1b|||||||
inventory table|"string[] values = util.getproperties(""inventory"");"|each of the properties obtained from 'inventory' are iteratively added to the INVENTORY table using the doPopulate() method.|815befe6d83446038f366f54cc18cb1b|||||||
order|customerid|The order belongs to a specific customer with the ID provided.|9180e249e985427ca6ce8b1985d248c5|||||||
order|billname|The order has a specified billing name.|9180e249e985427ca6ce8b1985d248c5|||||||
order|billaddr1|The order has a specific billing address line 1.|9180e249e985427ca6ce8b1985d248c5|||||||
order|billaddr2|The order may have an additional billing address line 2.|9180e249e985427ca6ce8b1985d248c5|||||||
order|billcity|The order's billing city is specified.|9180e249e985427ca6ce8b1985d248c5|||||||
order|billstate|The state or region where the billing address of the order is located is provided.|9180e249e985427ca6ce8b1985d248c5|||||||
order|billzip|The postal code or zip code associated with the billing address of the order is given.|9180e249e985427ca6ce8b1985d248c5|||||||
order|billphone|A contact number for the billing address of the order is supplied.|9180e249e985427ca6ce8b1985d248c5|||||||
order|shipname|The order has a specified shipping name.|9180e249e985427ca6ce8b1985d248c5|||||||
order|shipaddr1|The order has a specific shipping address line 1.|9180e249e985427ca6ce8b1985d248c5|||||||
order|shipaddr2|The order may have an additional shipping address line 2.|9180e249e985427ca6ce8b1985d248c5|||||||
order|shipcity|The city or town associated with the shipping address of the order is given.|9180e249e985427ca6ce8b1985d248c5|||||||
order|shipstate|The state or region where the shipping address of the order is located is provided.|9180e249e985427ca6ce8b1985d248c5|||||||
order|shipzip|The postal code or zip code associated with the shipping address of the order is given.|9180e249e985427ca6ce8b1985d248c5|||||||
order|shipphone|A contact number for the shipping address of the order is supplied.|9180e249e985427ca6ce8b1985d248c5|||||||
order|shippingmethod|The shipping method used to deliver the products of this order is specified.|9180e249e985427ca6ce8b1985d248c5|||||||
order|creditcard|A specific credit card was used for payment of this order.|9180e249e985427ca6ce8b1985d248c5|||||||
order|ccnum|The number on the customer's credit card used to pay for this order is given.|9180e249e985427ca6ce8b1985d248c5|||||||
order|ccexpiremonth|The month in which the expiration date of the customer's credit card used for payment falls.|9180e249e985427ca6ce8b1985d248c5|||||||
order|ccexpireyear|The year in which the expiration date of the customer's credit card used for payment falls.|9180e249e985427ca6ce8b1985d248c5|||||||
suppliers|suppliers|table 'SUPPLIERS' is being populated with data from the 'suppliers' text file|f57acf593e5e4df4ba650f9139090779|||||||
supplier|suppliers|each SUPPLIER record in the 'suppliers' text file is being inserted into the SUPPLIERS table|f57acf593e5e4df4ba650f9139090779|||||||
supplierid|supplier|each SUPPLIER record in the 'suppliers' text file has a unique identifier stored in the 'SUPPLIERID' column|f57acf593e5e4df4ba650f9139090779|||||||
name|supplier|each SUPPLIER record in the 'suppliers' text file has a name stored in the 'NAME' column|f57acf593e5e4df4ba650f9139090779|||||||
address|supplier|each SUPPLIER record in the 'suppliers' text file has an address stored in the 'ADDRESS' column|f57acf593e5e4df4ba650f9139090779|||||||
city|supplier|each SUPPLIER record in the 'suppliers' text file has a city stored in the 'CITY' column|f57acf593e5e4df4ba650f9139090779|||||||
state|supplier|each SUPPLIER record in the 'suppliers' text file has a state stored in the 'STATE' column|f57acf593e5e4df4ba650f9139090779|||||||
zip|supplier|each SUPPLIER record in the 'suppliers' text file has a zip code stored in the 'ZIP' column|f57acf593e5e4df4ba650f9139090779|||||||
phone|supplier|each SUPPLIER record in the 'suppliers' text file has a phone number stored in the 'PHONE' column|f57acf593e5e4df4ba650f9139090779|||||||
url|supplier|each SUPPLIER record in the 'suppliers' text file has a URL stored in the 'URL' column|f57acf593e5e4df4ba650f9139090779|||||||
backorder|int maximumitems|the 'maximumItems' variable is being used to set the maximum number of backorders for a given inventory item|f57acf593e5e4df4ba650f9139090779|||||||
amounttoorder|backorder|the 'amountToOrder' variable contains the amount that should be ordered to replenish stock levels|f57acf593e5e4df4ba650f9139090779|||||||
int maximumitems|backorder|each BACKORDER record in the code has a maximum number of backorders allowed for the inventory item, stored in the 'maximumItems' variable|f57acf593e5e4df4ba650f9139090779|||||||
inventoryid|backorder|each BACKORDER record in the code is associated with a specific inventory item, identified by its 'inventoryID'|f57acf593e5e4df4ba650f9139090779|||||||
productbean|java class|A Java class named ProductBean is mentioned in this context.|0e6d49411c3b45c89a4dc2d6d9384186|||||||
com.ibm.websphere.samples.pbw.war|java package|The Java package com.ibm.websphere.samples.pbw.war is mentioned in this context.|0e6d49411c3b45c89a4dc2d6d9384186|||||||
war|web archive file format|In this context, 'war' refers to the Web archive file format.|0e6d49411c3b45c89a4dc2d6d9384186|||||||
src|source code directory|The term 'src' in this context represents a source code directory.|0e6d49411c3b45c89a4dc2d6d9384186|||||||
main|java package|In this context, 'main' refers to the Java package.|0e6d49411c3b45c89a4dc2d6d9384186|||||||
java|programming language|The term 'java' in this context represents a programming language.|0e6d49411c3b45c89a4dc2d6d9384186|||||||
shoppingbean|quantity|In this Java class called ShoppingBean, a private integer variable named quantity is declared and can be accessed through the getQuantity() and setQuantity() methods.|676d6ad3985848d2af820ba7fd675d64|||||||
shoppingbean|jsf action bean and backing bean for the shopping web page|is a combination of|089e9d88137e473691ae1e0d08e5172b|||||||
shoppingbean|catalog|has a dependency on via injection|089e9d88137e473691ae1e0d08e5172b|||||||
shoppingbean|product|is associated with via a field called 'product'|089e9d88137e473691ae1e0d08e5172b|||||||
shoppingbean|products|has access to through another field|089e9d88137e473691ae1e0d08e5172b|||||||
shoppingbean|shippingcost|can calculate using the 'shoppingCart' bean via injection|089e9d88137e473691ae1e0d08e5172b|||||||
shoppingitem|inventory|represents a specific item from the inventory|089e9d88137e473691ae1e0d08e5172b|||||||
productbean|catalog|is managed by via injection|089e9d88137e473691ae1e0d08e5172b|||||||
shoppingbean|action_shopping|The method catch(Throwable e) returns either ACTION_SHOPPING or null if no category is specified.|1f73d63262134623938dfa348cfd7f1d|||||||
products|last category|If no category is specified, the products variable uses the last category.|1f73d63262134623938dfa348cfd7f1d|||||||
inventories|products|The products variable is populated by converting all items in the inventories list into ProductBean objects.|1f73d63262134623938dfa348cfd7f1d|||||||
inventory|productbean|Each inventory object is converted into a ProductBean object if it is public.|1f73d63262134623938dfa348cfd7f1d|||||||
shoppingitem|wrapinventoryitems(collection<inventory> invitems)|The wrapInventoryItems() method creates an ArrayList of ShoppingItem objects from a Collection of Inventory objects.|1f73d63262134623938dfa348cfd7f1d|||||||
shoppingitem|inventory|ShoppingItem is created from Inventory through a conversion process|fdab9bc085044b579442d46cd1f340b8|||||||
shoppinglist|arraylist<shoppingitem>|shoppingList contains an ordered list of ShoppingItems|fdab9bc085044b579442d46cd1f340b8|||||||
i|inventory|Iteration over a collection of Inventory items is performed in the method|fdab9bc085044b579442d46cd1f340b8|||||||
invitems|collection<inventory>|A collection of Inventory items is accessed and iterated upon|fdab9bc085044b579442d46cd1f340b8|||||||
shoppingitem|inventory|A ShoppingItem is constructed from an Inventory item|fdab9bc085044b579442d46cd1f340b8|||||||
shoppingitem|inventory|wraps the JPA Inventory entity class to provide additional methods needed by the web app.|8af482600fc145dab3172fce45683c0c|||||||
inventory|item|attribute of ShoppingItem|8af482600fc145dab3172fce45683c0c|||||||
inventory|key|String attribute of Inventory entity class|8af482600fc145dab3172fce45683c0c|||||||
inventory|name|String attribute of Inventory entity class|8af482600fc145dab3172fce45683c0c|||||||
inventory|heading|String attribute of Inventory entity class|8af482600fc145dab3172fce45683c0c|||||||
inventory|desc|String attribute of Inventory entity class|8af482600fc145dab3172fce45683c0c|||||||
inventory|pkginfo|String attribute of Inventory entity class|8af482600fc145dab3172fce45683c0c|||||||
inventory|image|String attribute of Inventory entity class|8af482600fc145dab3172fce45683c0c|||||||
inventory|price|float attribute of Inventory entity class|8af482600fc145dab3172fce45683c0c|||||||
inventory|cost|float attribute of Inventory entity class|8af482600fc145dab3172fce45683c0c|||||||
inventory|quantity|int attribute of Inventory entity class|8af482600fc145dab3172fce45683c0c|||||||
inventory|category|int attribute of Inventory entity class|8af482600fc145dab3172fce45683c0c|||||||
inventory|notes|String attribute of Inventory entity class|8af482600fc145dab3172fce45683c0c|||||||
inventory|ispublic|boolean attribute of Inventory entity class|8af482600fc145dab3172fce45683c0c|||||||
backorder|item|attribute of ShoppingItem|8af482600fc145dab3172fce45683c0c|||||||
inventory|item|An Inventory object contains an Item object.|672126e220fe44928bcdbc0a8c1cf5cf|||||||
item|category|Each item belongs to a specific category represented by an enum int value.|672126e220fe44928bcdbc0a8c1cf5cf|||||||
item|cost|An item has a specific cost represented as float.|672126e220fe44928bcdbc0a8c1cf5cf|||||||
item|description|Each item has a description represented as String.|672126e220fe44928bcdbc0a8c1cf5cf|||||||
setdescription|description|This method sets the description of the item.|8409ec9f033b463c9249de564d88b880|||||||
item|heading|The item has a heading.|8409ec9f033b463c9249de564d88b880|||||||
setheading|heading|This method sets the heading of the item.|8409ec9f033b463c9249de564d88b880|||||||
item|image|The item has an image.|8409ec9f033b463c9249de564d88b880|||||||
setimage|image|This method sets the image of the item.|8409ec9f033b463c9249de564d88b880|||||||
item|name|The item has a name.|8409ec9f033b463c9249de564d88b880|||||||
setname|name|This method sets the name of the item.|8409ec9f033b463c9249de564d88b880|||||||
item|notes|The item has notes.|8409ec9f033b463c9249de564d88b880|||||||
setnotes|notes|This method sets the notes of the item.|8409ec9f033b463c9249de564d88b880|||||||
getprice|price|Property accessor for price of the item. This method returns the price of the item and is accessed using getPrice().|390e7d7fc148465dbb656a6e265c2556|||||||
price|item|The price of an item is associated with the item it belongs to.|390e7d7fc148465dbb656a6e265c2556|||||||
setprice|price|Method used to set the price of an item. Takes a float as parameter and sets the price of the item.|390e7d7fc148465dbb656a6e265c2556|||||||
price|float|The price is a float value representing the cost of the item.|390e7d7fc148465dbb656a6e265c2556|||||||
getquantity|quantity|Property accessor for quantity of items ordered. This method returns the quantity of items and is accessed using getQuantity().|390e7d7fc148465dbb656a6e265c2556|||||||
quantity|item|The quantity of an item is associated with the item it belongs to.|390e7d7fc148465dbb656a6e265c2556|||||||
setquantity|quantity|Method used to set the quantity of an item. Takes an int as parameter and sets the quantity of the item.|390e7d7fc148465dbb656a6e265c2556|||||||
quantity|int|The quantity is an integer value representing the number of items ordered.|390e7d7fc148465dbb656a6e265c2556|||||||
getmaxthreshold|maxthreshold|Property accessor for maximum threshold. This method returns the maximum threshold and is accessed using getMaxThreshold().|390e7d7fc148465dbb656a6e265c2556|||||||
maxthreshold|item|The maximum threshold of an item is associated with the item it belongs to.|390e7d7fc148465dbb656a6e265c2556|||||||
maxthreshold|item|A maximum threshold is associated with a specific item through the setMaxThreshold() and getMaxThreshold() methods in the Inventory class.|60a2bead835a4a8ea4ef7f79e2fd4e1a|||||||
minthreshold|item|Similarly, a minimum threshold is also associated with an item through the setMinThreshold() and getMinThreshold() methods in the Inventory class.|60a2bead835a4a8ea4ef7f79e2fd4e1a|||||||
id|item|Each item has a unique ID, which can be retrieved or updated using the getID() and setID() methods respectively in the Inventory class.|60a2bead835a4a8ea4ef7f79e2fd4e1a|||||||
inventoryid|item|Additionally, each item is associated with an inventory ID through the getInventoryId() and setInventoryId() methods in the Inventory class.|60a2bead835a4a8ea4ef7f79e2fd4e1a|||||||
id|item|The item itself also has an ID, which can be accessed using the getID() method in the Item interface implemented by the item object.|60a2bead835a4a8ea4ef7f79e2fd4e1a|||||||
ispublic|item|Finally, each item may also have a boolean flag indicating whether it is public or not through the isPublic() and setIsPublic() methods in the Inventory class.|60a2bead835a4a8ea4ef7f79e2fd4e1a|||||||
ispublic|item|A boolean value that determines whether an inventory item is publicly accessible or not. This method returns the current value of isPublic for the current inventory item.|e11876d2ca804dd9baeb334310d514f6|||||||
setispublic|item|Sets the boolean value isPublic for the current inventory item. The setIsPublic method sets the private boolean field privacy to the new value specified by isPublic.|e11876d2ca804dd9baeb334310d514f6|||||||
setprivacy|item|Sets the boolean value privacy for the current inventory item. This method is used when privacy and isPublic have the same meaning, and it is used instead of setIsPublic to avoid confusion between the two methods.|e11876d2ca804dd9baeb334310d514f6|||||||
getimgbytes|item|Returns a byte array representing the image bytes associated with the current inventory item. The getImgbytes method returns the private byte array field imgBytes for the current inventory item.|e11876d2ca804dd9baeb334310d514f6|||||||
setimgbytes|item|Sets the byte array imgBytes for the current inventory item. The setImgbytes method sets the private byte array field imgBytes for the current inventory item.|e11876d2ca804dd9baeb334310d514f6|||||||
getbackorder|item|Returns a BackOrder object representing whether the current inventory item is currently on backorder. The getBackOrder method returns the private BackOrder field backOrder for the current inventory item.|e11876d2ca804dd9baeb334310d514f6|||||||
setbackorder|item|Sets the BackOrder object backOrder for the current inventory item. The setBackOrder method sets the private BackOrder field backOrder for the current inventory item.|e11876d2ca804dd9baeb334310d514f6|||||||
jsf validator class|jsf|The JSF validator class is used for validation within the context of JavaScript Faces (JSF). JSF is a technology used in JavaServer Faces web application frameworks. This relationship indicates that the JSF validator class is specifically designed to work within the JSF environment.|27f26bbfd1bf49d98fe89ff016af6a85|||||||
javaserver faces|java server pages (jsp)|JavaServer Faces (JSF) is a component-based user interface framework for JavaServer Pages (JSP). This relationship indicates that JSF and JSP are both technologies used in the development of web applications, and there is a connection between them.|27f26bbfd1bf49d98fe89ff016af6a85|||||||
javaserver faces|facescontext|FacesContext is a class used in JSF for processing requests and responses during the lifecycle of a web application. This relationship indicates that JSF has a direct interaction with the FacesContext class.|27f26bbfd1bf49d98fe89ff016af6a85|||||||
jsf validator class|validatorexception|ValidatorException is an exception thrown by a JSF validator when validation fails. This relationship indicates that the JSF validator class is capable of throwing a ValidatorException in certain circumstances.|27f26bbfd1bf49d98fe89ff016af6a85|||||||
jsf|javaserver pages standard tag library (jstl)|JavaServer Faces (JSF) and JavaServer Pages Standard Tag Library (JSTL) are both technologies used in the development of web applications. This relationship indicates that JSF and JSTL can potentially be used together, as they share a common environment.|27f26bbfd1bf49d98fe89ff016af6a85|||||||
uiinput|jsf validator class|UIInput is an interface implemented by UI components that support input. The JSF validator class can be used to validate the input provided by a user through a UI component that implements UIInput.|27f26bbfd1bf49d98fe89ff016af6a85|||||||
jsf|javaserver pages expression language (el)|JavaServer Faces (JSF) and JavaServer Pages Expression Language (EL) are both technologies used in the development of web applications. This relationship indicates that JSF and EL can potentially be used together, as they share a common environment.|27f26bbfd1bf49d98fe89ff016af6a85|||||||
uicomponent|jsf validator class|UIComponent is the superclass for all UI components in JSF. The JSF validator class can be used to validate input provided by any UI component that is a subclass of UIComponent.|27f26bbfd1bf49d98fe89ff016af6a85|||||||
validatepasswords|gui interaction|JSF validator class is required during GUI interaction for validation, but not implemented in Bean Validation.|dc4040bbb8ed499cb6b0b4f7d7045666|||||||
